Model (Parameters),z and alpha,"Data (len:900, TCP:500)",ARL0,ARL1,seed,Gap Size,Data Var
"CTM (z:1.96,a:1.5,(0.15, 10))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,5.0,666,5,1
"SWM (z:1.96,a:1.5,30)",z:1.96 alpha:1.5,MG:5 Var:1,500.0,14.0,666,5,1
"TM (z:1.96,a:1.5,(0.15, 15))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:1.96,a:1.5,(0.15, 15))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,6.0,666,5,1
"CTM (z:1.96,a:1.5,(0.15, 15))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:1.96,a:1.5,(0.15, 20))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,8.0,666,5,1
"CTM (z:1.96,a:1.5,(0.15, 20))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,9.0,666,5,1
"WM (z:1.96,a:1.5,(0.2, 10))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,4.0,666,5,1
"CTM (z:1.96,a:1.5,(0.2, 10))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,5.0,666,5,1
"WM (z:1.96,a:1.5,(0.2, 15))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,6.0,666,5,1
"CTM (z:1.96,a:1.5,(0.2, 15))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:1.96,a:1.5,(0.2, 20))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,8.0,666,5,1
"CTM (z:1.96,a:1.5,(0.2, 20))",z:1.96 alpha:1.5,MG:5 Var:1,500.0,9.0,666,5,1
"SWM (z:1.96,a:2,10)",z:1.96 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"TM (z:1.96,a:2,(0.1, 10))",z:1.96 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"WM (z:1.96,a:2,(0.1, 10))",z:1.96 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"CTM (z:1.96,a:2,(0.1, 10))",z:1.96 alpha:2,MG:5 Var:1,500.0,6.0,666,5,1
"SWM (z:1.96,a:2,15)",z:1.96 alpha:2,MG:5 Var:1,500.0,8.0,666,5,1
"TM (z:1.96,a:2,(0.1, 15))",z:1.96 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:1.96,a:2,(0.1, 15))",z:1.96 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:1.96,a:2,(0.1, 15))",z:1.96 alpha:2,MG:5 Var:1,500.0,8.0,666,5,1
"SWM (z:1.96,a:2,20)",z:1.96 alpha:2,MG:5 Var:1,500.0,10.0,666,5,1
"TM (z:1.96,a:2,(0.1, 20))",z:1.96 alpha:2,MG:5 Var:1,500.0,9.0,666,5,1
"WM (z:1.96,a:2,(0.1, 20))",z:1.96 alpha:2,MG:5 Var:1,500.0,9.0,666,5,1
"CTM (z:1.96,a:2,(0.1, 20))",z:1.96 alpha:2,MG:5 Var:1,500.0,10.0,666,5,1
"SWM (z:1.96,a:2,25)",z:1.96 alpha:2,MG:5 Var:1,500.0,13.0,666,5,1
"TM (z:1.96,a:2,(0.15, 10))",z:1.96 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"WM (z:1.96,a:2,(0.15, 10))",z:1.96 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"CTM (z:1.96,a:2,(0.15, 10))",z:1.96 alpha:2,MG:5 Var:1,500.0,6.0,666,5,1
"SWM (z:1.96,a:2,30)",z:1.96 alpha:2,MG:5 Var:1,500.0,14.0,666,5,1
"TM (z:1.96,a:2,(0.15, 15))",z:1.96 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:1.96,a:2,(0.15, 15))",z:1.96 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:1.96,a:2,(0.15, 15))",z:1.96 alpha:2,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:1.96,a:2,(0.15, 20))",z:1.96 alpha:2,MG:5 Var:1,500.0,9.0,666,5,1
"CTM (z:1.96,a:2,(0.15, 20))",z:1.96 alpha:2,MG:5 Var:1,500.0,10.0,666,5,1
"WM (z:1.96,a:2,(0.2, 10))",z:1.96 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"CTM (z:1.96,a:2,(0.2, 10))",z:1.96 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:1.96,a:2,(0.2, 15))",z:1.96 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:1.96,a:2,(0.2, 15))",z:1.96 alpha:2,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:1.96,a:2,(0.2, 20))",z:1.96 alpha:2,MG:5 Var:1,500.0,9.0,666,5,1
"CTM (z:1.96,a:2,(0.2, 20))",z:1.96 alpha:2,MG:5 Var:1,500.0,11.0,666,5,1
"SWM (z:1.96,a:2.5,10)",z:1.96 alpha:2.5,MG:5 Var:1,500.0,5.0,666,5,1
"TM (z:1.96,a:2.5,(0.1, 10))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:1.96,a:2.5,(0.1, 10))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,6.0,666,5,1
"CTM (z:1.96,a:2.5,(0.1, 10))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,7.0,666,5,1
"SWM (z:1.96,a:2.5,15)",z:1.96 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"TM (z:1.96,a:2.5,(0.1, 15))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:1.96,a:2.5,(0.1, 15))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"CTM (z:1.96,a:2.5,(0.1, 15))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,9.0,666,5,1
"SWM (z:1.96,a:2.5,20)",z:1.96 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"TM (z:1.96,a:2.5,(0.1, 20))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"WM (z:1.96,a:2.5,(0.1, 20))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"CTM (z:1.96,a:2.5,(0.1, 20))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,12.0,666,5,1
"SWM (z:1.96,a:2.5,25)",z:1.96 alpha:2.5,MG:5 Var:1,500.0,13.0,666,5,1
"TM (z:1.96,a:2.5,(0.15, 10))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:1.96,a:2.5,(0.15, 10))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,6.0,666,5,1
"CTM (z:1.96,a:2.5,(0.15, 10))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,7.0,666,5,1
"SWM (z:1.96,a:2.5,30)",z:1.96 alpha:2.5,MG:5 Var:1,500.0,15.0,666,5,1
"TM (z:1.96,a:2.5,(0.15, 15))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:1.96,a:2.5,(0.15, 15))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"CTM (z:1.96,a:2.5,(0.15, 15))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"WM (z:1.96,a:2.5,(0.15, 20))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,11.0,666,5,1
"CTM (z:1.96,a:2.5,(0.15, 20))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,12.0,666,5,1
"WM (z:1.96,a:2.5,(0.2, 10))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:1.96,a:2.5,(0.2, 10))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:1.96,a:2.5,(0.2, 15))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"CTM (z:1.96,a:2.5,(0.2, 15))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"WM (z:1.96,a:2.5,(0.2, 20))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,11.0,666,5,1
"CTM (z:1.96,a:2.5,(0.2, 20))",z:1.96 alpha:2.5,MG:5 Var:1,500.0,13.0,666,5,1
"SWM (z:2.5759,a:0.5,10)",z:2.5759 alpha:0.5,MG:5 Var:1,2.7569060773480665,0.0,666,5,1
"TM (z:2.5759,a:0.5,(0.1, 10))",z:2.5759 alpha:0.5,MG:5 Var:1,2.626315789473684,0.0,666,5,1
"WM (z:2.5759,a:0.5,(0.1, 10))",z:2.5759 alpha:0.5,MG:5 Var:1,2.482587064676617,0.0,666,5,1
"CTM (z:2.5759,a:0.5,(0.1, 10))",z:2.5759 alpha:0.5,MG:5 Var:1,3.178343949044586,0.0,666,5,1
"SWM (z:2.5759,a:0.5,15)",z:2.5759 alpha:0.5,MG:5 Var:1,2.9880239520958085,0.0,666,5,1
"TM (z:2.5759,a:0.5,(0.1, 15))",z:2.5759 alpha:0.5,MG:5 Var:1,2.9939024390243905,0.0,666,5,1
"WM (z:2.5759,a:0.5,(0.1, 15))",z:2.5759 alpha:0.5,MG:5 Var:1,3.0308641975308643,0.0,666,5,1
"CTM (z:2.5759,a:0.5,(0.1, 15))",z:2.5759 alpha:0.5,MG:5 Var:1,3.7196969696969697,3.0,666,5,1
"SWM (z:2.5759,a:0.5,20)",z:2.5759 alpha:0.5,MG:5 Var:1,3.7238805970149254,0.0,666,5,1
"TM (z:2.5759,a:0.5,(0.1, 20))",z:2.5759 alpha:0.5,MG:5 Var:1,3.796875,0.0,666,5,1
"WM (z:2.5759,a:0.5,(0.1, 20))",z:2.5759 alpha:0.5,MG:5 Var:1,3.6,3.0,666,5,1
"CTM (z:2.5759,a:0.5,(0.1, 20))",z:2.5759 alpha:0.5,MG:5 Var:1,4.339285714285714,3.0,666,5,1
"SWM (z:2.5759,a:0.5,25)",z:2.5759 alpha:0.5,MG:5 Var:1,3.2905405405405403,6.0,666,5,1
"TM (z:2.5759,a:0.5,(0.15, 10))",z:2.5759 alpha:0.5,MG:5 Var:1,2.626315789473684,0.0,666,5,1
"WM (z:2.5759,a:0.5,(0.15, 10))",z:2.5759 alpha:0.5,MG:5 Var:1,2.482587064676617,0.0,666,5,1
"CTM (z:2.5759,a:0.5,(0.15, 10))",z:2.5759 alpha:0.5,MG:5 Var:1,3.4413793103448276,0.0,666,5,1
"SWM (z:2.5759,a:0.5,30)",z:2.5759 alpha:0.5,MG:5 Var:1,3.824074074074074,5.0,666,5,1
"TM (z:2.5759,a:0.5,(0.15, 15))",z:2.5759 alpha:0.5,MG:5 Var:1,3.2091503267973858,0.0,666,5,1
"WM (z:2.5759,a:0.5,(0.15, 15))",z:2.5759 alpha:0.5,MG:5 Var:1,2.905325443786982,0.0,666,5,1
"CTM (z:2.5759,a:0.5,(0.15, 15))",z:2.5759 alpha:0.5,MG:5 Var:1,4.091666666666667,4.0,666,5,1
"WM (z:2.5759,a:0.5,(0.15, 20))",z:2.5759 alpha:0.5,MG:5 Var:1,3.6,0.0,666,5,1
"CTM (z:2.5759,a:0.5,(0.15, 20))",z:2.5759 alpha:0.5,MG:5 Var:1,4.754901960784314,4.0,666,5,1
"WM (z:2.5759,a:0.5,(0.2, 10))",z:2.5759 alpha:0.5,MG:5 Var:1,2.7569060773480665,0.0,666,5,1
"CTM (z:2.5759,a:0.5,(0.2, 10))",z:2.5759 alpha:0.5,MG:5 Var:1,3.8384615384615386,0.0,666,5,1
"WM (z:2.5759,a:0.5,(0.2, 15))",z:2.5759 alpha:0.5,MG:5 Var:1,3.088050314465409,0.0,666,5,1
"CTM (z:2.5759,a:0.5,(0.2, 15))",z:2.5759 alpha:0.5,MG:5 Var:1,4.454545454545454,4.0,666,5,1
"WM (z:2.5759,a:0.5,(0.2, 20))",z:2.5759 alpha:0.5,MG:5 Var:1,3.8188976377952755,4.0,666,5,1
"CTM (z:2.5759,a:0.5,(0.2, 20))",z:2.5759 alpha:0.5,MG:5 Var:1,5.329670329670329,4.0,666,5,1
"SWM (z:2.5759,a:0.75,10)",z:2.5759 alpha:0.75,MG:5 Var:1,9.072727272727272,0.0,666,5,1
"TM (z:2.5759,a:0.75,(0.1, 10))",z:2.5759 alpha:0.75,MG:5 Var:1,8.818181818181818,3.0,666,5,1
"WM (z:2.5759,a:0.75,(0.1, 10))",z:2.5759 alpha:0.75,MG:5 Var:1,8.660714285714286,3.0,666,5,1
"CTM (z:2.5759,a:0.75,(0.1, 10))",z:2.5759 alpha:0.75,MG:5 Var:1,15.15625,3.0,666,5,1
"SWM (z:2.5759,a:0.75,15)",z:2.5759 alpha:0.75,MG:5 Var:1,21.818181818181817,5.0,666,5,1
"TM (z:2.5759,a:0.75,(0.1, 15))",z:2.5759 alpha:0.75,MG:5 Var:1,10.048780487804878,4.0,666,5,1
"WM (z:2.5759,a:0.75,(0.1, 15))",z:2.5759 alpha:0.75,MG:5 Var:1,10.909090909090908,3.0,666,5,1
"CTM (z:2.5759,a:0.75,(0.1, 15))",z:2.5759 alpha:0.75,MG:5 Var:1,21.36842105263158,4.0,666,5,1
"SWM (z:2.5759,a:0.75,20)",z:2.5759 alpha:0.75,MG:5 Var:1,25.875,8.0,666,5,1
"TM (z:2.5759,a:0.75,(0.1, 20))",z:2.5759 alpha:0.75,MG:5 Var:1,12.655172413793103,4.0,666,5,1
"WM (z:2.5759,a:0.75,(0.1, 20))",z:2.5759 alpha:0.75,MG:5 Var:1,12.233333333333333,4.0,666,5,1
"CTM (z:2.5759,a:0.75,(0.1, 20))",z:2.5759 alpha:0.75,MG:5 Var:1,21.266666666666666,4.0,666,5,1
"SWM (z:2.5759,a:0.75,25)",z:2.5759 alpha:0.75,MG:5 Var:1,406.0,7.0,666,5,1
"TM (z:2.5759,a:0.75,(0.15, 10))",z:2.5759 alpha:0.75,MG:5 Var:1,8.818181818181818,3.0,666,5,1
"WM (z:2.5759,a:0.75,(0.15, 10))",z:2.5759 alpha:0.75,MG:5 Var:1,8.660714285714286,3.0,666,5,1
"CTM (z:2.5759,a:0.75,(0.15, 10))",z:2.5759 alpha:0.75,MG:5 Var:1,16.035714285714285,3.0,666,5,1
"SWM (z:2.5759,a:0.75,30)",z:2.5759 alpha:0.75,MG:5 Var:1,81.75,8.0,666,5,1
"TM (z:2.5759,a:0.75,(0.15, 15))",z:2.5759 alpha:0.75,MG:5 Var:1,10.564102564102564,4.0,666,5,1
"WM (z:2.5759,a:0.75,(0.15, 15))",z:2.5759 alpha:0.75,MG:5 Var:1,9.581395348837209,4.0,666,5,1
"CTM (z:2.5759,a:0.75,(0.15, 15))",z:2.5759 alpha:0.75,MG:5 Var:1,26.583333333333332,4.0,666,5,1
"WM (z:2.5759,a:0.75,(0.15, 20))",z:2.5759 alpha:0.75,MG:5 Var:1,12.8125,4.0,666,5,1
"CTM (z:2.5759,a:0.75,(0.15, 20))",z:2.5759 alpha:0.75,MG:5 Var:1,31.7,5.0,666,5,1
"WM (z:2.5759,a:0.75,(0.2, 10))",z:2.5759 alpha:0.75,MG:5 Var:1,8.220338983050848,3.0,666,5,1
"CTM (z:2.5759,a:0.75,(0.2, 10))",z:2.5759 alpha:0.75,MG:5 Var:1,28.0625,3.0,666,5,1
"WM (z:2.5759,a:0.75,(0.2, 15))",z:2.5759 alpha:0.75,MG:5 Var:1,10.842105263157896,4.0,666,5,1
"CTM (z:2.5759,a:0.75,(0.2, 15))",z:2.5759 alpha:0.75,MG:5 Var:1,35.44444444444444,5.0,666,5,1
"WM (z:2.5759,a:0.75,(0.2, 20))",z:2.5759 alpha:0.75,MG:5 Var:1,12.576923076923077,5.0,666,5,1
"CTM (z:2.5759,a:0.75,(0.2, 20))",z:2.5759 alpha:0.75,MG:5 Var:1,79.25,5.0,666,5,1
"SWM (z:2.5759,a:1,10)",z:2.5759 alpha:1,MG:5 Var:1,49.9,0.0,666,5,1
"TM (z:2.5759,a:1,(0.1, 10))",z:2.5759 alpha:1,MG:5 Var:1,43.142857142857146,3.0,666,5,1
"WM (z:2.5759,a:1,(0.1, 10))",z:2.5759 alpha:1,MG:5 Var:1,43.57142857142857,3.0,666,5,1
"CTM (z:2.5759,a:1,(0.1, 10))",z:2.5759 alpha:1,MG:5 Var:1,100.33333333333333,4.0,666,5,1
"SWM (z:2.5759,a:1,15)",z:2.5759 alpha:1,MG:5 Var:1,101.0,7.0,666,5,1
"TM (z:2.5759,a:1,(0.1, 15))",z:2.5759 alpha:1,MG:5 Var:1,101.66666666666667,4.0,666,5,1
"WM (z:2.5759,a:1,(0.1, 15))",z:2.5759 alpha:1,MG:5 Var:1,101.66666666666667,4.0,666,5,1
"CTM (z:2.5759,a:1,(0.1, 15))",z:2.5759 alpha:1,MG:5 Var:1,500.0,5.0,666,5,1
"SWM (z:2.5759,a:1,20)",z:2.5759 alpha:1,MG:5 Var:1,500.0,9.0,666,5,1
"TM (z:2.5759,a:1,(0.1, 20))",z:2.5759 alpha:1,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:2.5759,a:1,(0.1, 20))",z:2.5759 alpha:1,MG:5 Var:1,500.0,4.0,666,5,1
"CTM (z:2.5759,a:1,(0.1, 20))",z:2.5759 alpha:1,MG:5 Var:1,500.0,6.0,666,5,1
"SWM (z:2.5759,a:1,25)",z:2.5759 alpha:1,MG:5 Var:1,500.0,12.0,666,5,1
"TM (z:2.5759,a:1,(0.15, 10))",z:2.5759 alpha:1,MG:5 Var:1,43.142857142857146,3.0,666,5,1
"WM (z:2.5759,a:1,(0.15, 10))",z:2.5759 alpha:1,MG:5 Var:1,43.57142857142857,3.0,666,5,1
"CTM (z:2.5759,a:1,(0.15, 10))",z:2.5759 alpha:1,MG:5 Var:1,150.5,4.0,666,5,1
"SWM (z:2.5759,a:1,30)",z:2.5759 alpha:1,MG:5 Var:1,500.0,11.0,666,5,1
"TM (z:2.5759,a:1,(0.15, 15))",z:2.5759 alpha:1,MG:5 Var:1,152.5,5.0,666,5,1
"WM (z:2.5759,a:1,(0.15, 15))",z:2.5759 alpha:1,MG:5 Var:1,61.0,4.0,666,5,1
"CTM (z:2.5759,a:1,(0.15, 15))",z:2.5759 alpha:1,MG:5 Var:1,500.0,5.0,666,5,1
"WM (z:2.5759,a:1,(0.15, 20))",z:2.5759 alpha:1,MG:5 Var:1,305.0,5.0,666,5,1
"CTM (z:2.5759,a:1,(0.15, 20))",z:2.5759 alpha:1,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:2.5759,a:1,(0.2, 10))",z:2.5759 alpha:1,MG:5 Var:1,23.692307692307693,3.0,666,5,1
"CTM (z:2.5759,a:1,(0.2, 10))",z:2.5759 alpha:1,MG:5 Var:1,300.0,4.0,666,5,1
"WM (z:2.5759,a:1,(0.2, 15))",z:2.5759 alpha:1,MG:5 Var:1,50.833333333333336,5.0,666,5,1
"CTM (z:2.5759,a:1,(0.2, 15))",z:2.5759 alpha:1,MG:5 Var:1,500.0,5.0,666,5,1
"WM (z:2.5759,a:1,(0.2, 20))",z:2.5759 alpha:1,MG:5 Var:1,103.0,6.0,666,5,1
"CTM (z:2.5759,a:1,(0.2, 20))",z:2.5759 alpha:1,MG:5 Var:1,500.0,7.0,666,5,1
"SWM (z:2.5759,a:1.5,10)",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,5.0,666,5,1
"TM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,4.0,666,5,1
"WM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,4.0,666,5,1
"CTM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,5.0,666,5,1
"SWM (z:2.5759,a:1.5,15)",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,7.0,666,5,1
"TM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,6.0,666,5,1
"CTM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,7.0,666,5,1
"SWM (z:2.5759,a:1.5,20)",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,10.0,666,5,1
"TM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,8.0,666,5,1
"SWM (z:2.5759,a:1.5,25)",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,12.0,666,5,1
"TM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,4.0,666,5,1
"WM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,4.0,666,5,1
"CTM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,5.0,666,5,1
"SWM (z:2.5759,a:1.5,30)",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,13.0,666,5,1
"TM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,6.0,666,5,1
"CTM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:2.5759,a:1.5,(0.15, 20))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:2.5759,a:1.5,(0.15, 20))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:2.5759,a:1.5,(0.2, 10))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,4.0,666,5,1
"CTM (z:2.5759,a:1.5,(0.2, 10))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,5.0,666,5,1
"WM (z:2.5759,a:1.5,(0.2, 15))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,6.0,666,5,1
"CTM (z:2.5759,a:1.5,(0.2, 15))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:2.5759,a:1.5,(0.2, 20))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:2.5759,a:1.5,(0.2, 20))",z:2.5759 alpha:1.5,MG:5 Var:1,500.0,9.0,666,5,1
"SWM (z:2.5759,a:2,10)",z:2.5759 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"TM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"WM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"CTM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:5 Var:1,500.0,6.0,666,5,1
"SWM (z:2.5759,a:2,15)",z:2.5759 alpha:2,MG:5 Var:1,500.0,8.0,666,5,1
"TM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:5 Var:1,500.0,8.0,666,5,1
"SWM (z:2.5759,a:2,20)",z:2.5759 alpha:2,MG:5 Var:1,500.0,10.0,666,5,1
"TM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:5 Var:1,500.0,9.0,666,5,1
"WM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:5 Var:1,500.0,9.0,666,5,1
"CTM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:5 Var:1,500.0,10.0,666,5,1
"SWM (z:2.5759,a:2,25)",z:2.5759 alpha:2,MG:5 Var:1,500.0,13.0,666,5,1
"TM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"WM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"CTM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:5 Var:1,500.0,6.0,666,5,1
"SWM (z:2.5759,a:2,30)",z:2.5759 alpha:2,MG:5 Var:1,500.0,14.0,666,5,1
"TM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:5 Var:1,500.0,9.0,666,5,1
"CTM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:5 Var:1,500.0,10.0,666,5,1
"WM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:5 Var:1,500.0,5.0,666,5,1
"CTM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:5 Var:1,500.0,9.0,666,5,1
"CTM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:5 Var:1,500.0,10.0,666,5,1
"SWM (z:2.5759,a:2.5,10)",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,5.0,666,5,1
"TM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,6.0,666,5,1
"CTM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,7.0,666,5,1
"SWM (z:2.5759,a:2.5,15)",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"TM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"CTM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,9.0,666,5,1
"SWM (z:2.5759,a:2.5,20)",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"TM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"WM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
